Id,Rol,Sexo,Edad,Cantidad víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Tipo de calle,Calle,Cruce,Lugar del hecho,Comuna,XY (CABA),Latitud,Longitud,Participantes,Víctima,Acusado,Rango etario
2017-0033,CONDUCTOR,MASCULINO,28,1,2017-03-12,2017,3,12,07:30:00,7,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11,Point (94371.21426086 102884.21739121),-34.60325478,-58.52466448,AUTO-AUTO,AUTO,AUTO,ADULTOS
2017-0034,PEATON,MASCULINO,43,1,2017-03-13,2017,3,13,07:50:00,7,CALLE,GODOY CRUZ,No,GODOY CRUZ 2651,14,Point (103464.34360929 105543.78205193),-34.57929036,-58.42554218,PEATON-AUTO,PEATON,AUTO,ADULTOS
2017-0035,CONDUCTOR,MASCULINO,28,3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Si,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,Point (109583.11620052 102006.72069921),-34.61113641,-58.35881506,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2017-0035,PASAJERO_ACOMPAÑANTE,MASCULINO,32,3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Si,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,Point (109583.11620052 102006.72069921),-34.61113641,-58.35881506,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2017-0035,PASAJERO_ACOMPAÑANTE,MASCULINO,30,3,2017-03-23,2017,3,23,05:00:00,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",Si,"ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1,Point (109583.11620052 102006.72069921),-34.61113641,-58.35881506,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2017-0036,PASAJERO_ACOMPAÑANTE,FEMENINO,50,2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y CAMPANA",12,Point (95300.18060161 105287.23850698),-34.58159762,-58.51452347,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS
2017-0036,CONDUCTOR,MASCULINO,20,2,2017-03-29,2017,3,29,18:00:00,18,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y CAMPANA",12,Point (95300.18060161 105287.23850698),-34.58159762,-58.51452347,MOTO-PASAJEROS,MOTO,PASAJEROS,JOVENES
2017-0037,CONDUCTOR,MASCULINO,41,1,2017-03-31,2017,3,31,03:00:00,3,AVENIDA,INDEPENDENCIA AV.,Si,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,Point (106817.01972475 101248.18030272),-34.61799615,-58.38896772,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2017-0038,CONDUCTOR,FEMENINO,40,1,2017-04-01,2017,4,1,19:00:00,19,AVENIDA,CASTA?ARES AV.,Si,CASTAÃ‘ARES AV. y LAUTARO,7,Point (101662.32423755 98406.44885071),-34.64363363,-58.44516857,MOTO-AUTO,MOTO,AUTO,ADULTOS
2017-0040,CONDUCTOR,MASCULINO,43,1,2017-04-03,2017,4,3,09:40:00,9,AVENIDA,"GUIRALDES, INT.",No,"GUIRALDES, INT. 2699",13,Point (102290.82648731 109281.08885461),-34.54560369,-58.43834197,MULTIPLE,AUTO,MULTIPLE,ADULTOS
2017-0041,CONDUCTOR,MASCULINO,17,1,2017-04-03,2017,4,3,23:15:00,23,CALLE,"FERNANDEZ MORENO, BALDOMERO",No,"FERNANDEZ MORENO, BALDOMERO 2186",7,Point (100774.70463767 99328.98632835),-34.63531854,-58.45485084,MOTO-AUTO,MOTO,AUTO,JOVENES
2017-0042,CONDUCTOR,MASCULINO,39,1,2017-04-10,2017,4,10,09:00:00,9,GRAL PAZ,"LUGONES, LEOPOLDO AV.",No,"LUGONES, LEOPOLDO AV.",14,0,0,0,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2017-0045,CONDUCTOR,MASCULINO,21,1,2017-04-14,2017,4,14,06:15:00,6,CALLE,NOGOYA,No,NOGOYA 5940,10,Point (94388.40460408 100522.78812728),-34.62454175,-58.52449285,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,JOVENES
2017-0047,CONDUCTOR,MASCULINO,37,1,2017-04-23,2017,4,23,06:30:00,6,AVENIDA,ARGENTINA AV.,Si,ARGENTINA AV. y CORVALAN,8,Point (99648.31069819 95261.11808541),-34.67198790,-58.46713742,MOTO-AUTO,MOTO,AUTO,ADULTOS
2017-0049,PEATON,MASCULINO,22,1,2017-04-27,2017,4,27,18:16:00,18,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Si,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,Point (102273.01728657 97084.66236498),-34.65554754,-58.43850413,PEATON-PASAJEROS,PEATON,PASAJEROS,JOVENES
2017-0050,CONDUCTOR,MASCULINO,46,2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,AUTOPISTA PERITO MORENO,No,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,9,0,0,0,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2017-0050,PASAJERO_ACOMPAÑANTE,MASCULINO,16,2,2017-04-28,2017,4,28,11:08:08,11,AUTOPISTA,AUTOPISTA PERITO MORENO,No,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,9,0,0,0,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2017-0051,CONDUCTOR,MASCULINO,33,1,2017-05-01,2017,5,1,03:47:47,3,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,No,AU DELLEPIANE 2400,7,0,0,0,AUTO-AUTO,AUTO,AUTO,ADULTOS
2017-0052,PEATON,FEMENINO,47,1,2017-05-05,2017,5,5,03:40:00,3,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8,Point (97173.99360188 94265.65054023),-34.68095739,-58.49413799,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2017-0053,CONDUCTOR,MASCULINO,28,1,2017-05-05,2017,5,5,20:16:22,20,CALLE,VIEYTES,Si,VIEYTES y VILLARINO,4,Point (108050.74089604 97335.15201103),-34.65326075,-58.37547846,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2017-0054,PASAJERO_ACOMPAÑANTE,FEMENINO,20,1,2017-05-07,2017,5,7,21:00:00,21,AVENIDA,DE LOS CONSTITUYENTES AV.,Si,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15,Point (97843.76024114 104700.29820723),-34.58689719,-58.48680218,MOTO-AUTO,MOTO,AUTO,JOVENES
2017-0055,CONDUCTOR,MASCULINO,32,1,2017-05-09,2017,5,9,08:30:00,8,AVENIDA,DE LOS CONSTITUYENTES AV.,No,DE LOS CONSTITUYENTES AV. 4900,12,Point (97032.68537217 105507.05805581),-34.57962262,-58.49563989,AUTO-AUTO,AUTO,AUTO,ADULTOS
2017-0058,PEATON,MASCULINO,80,1,2017-05-09,2017,5,9,23:10:00,23,AVENIDA,CORDOBA AV.,Si,CORDOBA AV. y LIBERTAD,1,Point (107271.27725903 103337.46347012),-34.59915940,-58.38403232,PEATON-MOTO,PEATON,MOTO,ANCIANOS
2017-0059,PEATON,FEMENINO,39,1,2017-05-11,2017,5,11,09:24:00,9,CALLE,BRASIL,Si,BRASIL y LIMA,1,Point (107433.79647713 100255.68319210),-34.62693865,-58.38223382,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2017-0060,PASAJERO_ACOMPAÑANTE,MASCULINO,30,1,2017-05-13,2017,5,13,07:20:00,7,AVENIDA,ESCALADA AV.,Si,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,Point (100333.14201607 95123.00813458),-34.67323292,-58.45966521,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2017-0061,PEATON,MASCULINO,47,1,2017-05-15,2017,5,15,13:29:30,13,AVENIDA,PARAGUAY,Si,PARAGUAY y CALLAO AV.,2,Point (106445.10866138 103387.80115442),-34.59871111,-58.39303911,PEATON-MOTO,PEATON,MOTO,ADULTOS
2017-0062,CONDUCTOR,MASCULINO,35,1,2017-05-15,2017,5,15,16:00:00,16,AVENIDA,"JUSTO, JUAN B. AV.",Si,"JUSTO, JUAN B. AV. y SAN BLAS",10,Point (95477.60201436 99478.59069542),-34.63395999,-58.51262106,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2017-0063,PEATON,FEMENINO,79,1,2017-05-17,2017,5,17,10:13:00,10,AVENIDA,CHILE,Si,CHILE y 9 DE JULIO AV.,1,Point (107531.03549571 101417.11038758),-34.61646839,-58.38118367,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2017-0064,PASAJERO_ACOMPAÑANTE,MASCULINO,61,1,2017-05-20,2017,5,20,05:00:00,5,CALLE,MAIPU,Si,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1,Point (107958.58079244 102597.49225224),-34.60582475,-58.37653284,CARGAS-AUTO,CARGAS,AUTO,ADULTOS MAYORES
2017-0065,CICLISTA,MASCULINO,21,1,2017-05-22,2017,5,22,16:00:00,16,AVENIDA,SUAREZ AV.,Si,SUAREZ AV. y HERRERA,4,Point (107903.91828587 98767.43091425),-34.64035082,-58.37709334,BICICLETA-CARGAS,BICICLETA,CARGAS,JOVENES
2017-0066,PEATON,MASCULINO,10,1,2017-05-22,2017,5,22,18:10:00,18,AVENIDA,SAN MARTIN AV.,Si,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,15,Point (100300.69930045 102792.78597597),-34.60409469,-58.46002142,PEATON-PASAJEROS,PEATON,PASAJEROS,INFANTES
2017-0067,CONDUCTOR,MASCULINO,21,1,2017-05-23,2017,5,23,02:45:00,2,AVENIDA,DIRECTORIO AV.,Si,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",6,Point (102703.30911569 100138.40769771),-34.62801894,-58.43381970,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2017-0068,CONDUCTOR,MASCULINO,32,1,2017-05-27,2017,5,27,19:50:00,19,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",No,"RABANAL, FRANCISCO, INTENDENTE AV. 2950",8,Point (102520.03961549 96105.29592085),-34.66437532,-58.43580656,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2017-0069,CONDUCTOR,MASCULINO,39,1,2017-05-24,2017,5,24,14:15:00,14,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y SCHMIDL, ULRICO",9,Point (94644.00300729 96592.22735507),-34.65997463,-58.52173071,MOTO-SD,MOTO,SD,ADULTOS
2017-0070,PEATON,MASCULINO,80,1,2017-05-30,2017,5,30,13:20:00,13,CALLE,NUEVA YORK,No,NUEVA YORK 3696,11,Point (95907.08722675 103463.22327776),-34.59804273,-58.50791763,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2017-0072,CONDUCTOR,MASCULINO,25,1,2017-06-03,2017,6,3,23:20:00,23,AVENIDA,DE LOS CONSTITUYENTES AV.,Si,DE LOS CONSTITUYENTES AV. y VALLEJOS,12,Point (97389.59663507 105213.53381695),-34.58226957,-58.49175088,AUTO-AUTO,AUTO,AUTO,JOVENES
2017-0073,CONDUCTOR,MASCULINO,19,1,2017-06-04,2017,6,4,09:00:00,9,AVENIDA,CORRIENTES AV.,Si,CORRIENTES AV. y ECUADOR,3,Point (105089.38820014 102773.44772064),-34.60425669,-58.40781467,MOTO-AUTO,MOTO,AUTO,JOVENES
2017-0074,CONDUCTOR,MASCULINO,70,1,2017-06-04,2017,6,4,12:50:00,12,CALLE,CASCO,No,CASCO 133,9,Point (94281.31244858 99043.29027489),-34.63787791,-58.52567073,SD-SD,SD,SD,ADULTOS MAYORES
2017-0075,PEATON,MASCULINO,55,1,2017-06-12,2017,6,12,22:38:00,22,AVENIDA,DE MAYO AV.,Si,DE MAYO AV. y 9 DE JULIO AV.,1,Point (107498.83241886 102238.54924157),-34.60906385,-58.38154200,PEATON-MOTO,PEATON,MOTO,ADULTOS MAYORES
2017-0076,PEATON,FEMENINO,30,1,2017-06-13,2017,6,13,14:50:00,14,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",Si,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,Point (107160.34141948 105678.38284277),-34.57805810,-58.38526125,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2017-0077,CONDUCTOR,FEMENINO,60,1,2017-06-17,2017,6,17,23:45:00,23,CALLE,FRAY JUSTO SANTAMARIA DE ORO,No,FRAY JUSTO SANTAMARIA DE ORO 1930,14,Point (103115.59520137 104964.08461543),-34.58451712,-58.42934104,MOTO-CARGAS,MOTO,CARGAS,ADULTOS MAYORES
2017-0079,CONDUCTOR,MASCULINO,33,1,2017-06-19,2017,6,19,16:26:00,16,CALLE,MEXICO,Si,MEXICO y DEAN FUNES,3,Point (105202.26736061 101269.73269565),-34.61781124,-58.40657493,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2017-0080,PEATON,FEMENINO,95,1,2017-06-22,2017,6,22,10:15:00,10,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Si,"ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",9,Point (97070.50716478 98268.08001276),-34.64487785,-58.49525314,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2017-0082,PEATON,MASCULINO,36,1,2017-06-25,2017,6,25,22:40:00,22,AVENIDA,ENTRE RIOS AV.,Si,ENTRE RIOS AV. y BRASIL,4,Point (106636.30041967 99991.34072603),-34.62932696,-58.39092851,PEATON-AUTO,PEATON,AUTO,ADULTOS
2017-0083,CONDUCTOR,MASCULINO,37,1,2017-07-04,2017,7,4,00:25:00,0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Si,"ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",9,Point (96998.81124177 98183.20743664),-34.64564271,-58.49603546,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2017-0084,PEATON,FEMENINO,73,1,2017-07-05,2017,7,5,12:49:00,12,AVENIDA,DEL LIBERTADOR AV.,Si,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,2,Point (107180.90591568 104682.54945160),-34.58703485,-58.38502878,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2017-0085,PEATON,MASCULINO,84,1,2017-07-07,2017,7,7,14:15:00,14,AVENIDA,TACUARI,Si,"TACUARI y GARCIA, MARTIN AV.",4,Point (108315.72323297 99748.45783960),-34.63150425,-58.37261143,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2017-0086,PEATON,FEMENINO,30,1,2017-07-09,2017,7,9,07:30:00,7,AVENIDA,RIVADAVIA AV.,Si,RIVADAVIA AV. y MURGUIONDO,9,Point (94914.28538682 98912.56901137),-34.63905965,-58.51876802,PEATON-MOTO,PEATON,MOTO,ADULTOS
2017-0087,PEATON,FEMENINO,73,1,2017-07-10,2017,7,10,10:45:00,10,CALLE,24 DE NOVIEMBRE,No,24 DE NOVIEMBRE 390,3,Point (104800.65774098 101563.94663965),-34.61516101,-58.41095567,PEATON-AUTO,PEATON,AUTO,ANCIANOS
2017-0088,PEATON,MASCULINO,43,1,2017-07-10,2017,7,10,22:30:00,22,AVENIDA,PASEO COLON AV.,Si,PASEO COLON AV. y BRASIL AV.,1,Point (108741.48238670 100448.08502809),-34.62519403,-58.36797542,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS
2017-0089,CONDUCTOR,MASCULINO,23,1,2017-07-13,2017,7,13,12:05:00,12,CALLE,"LEGUIZAMON, MARTINIANO",No,"LEGUIZAMON, MARTINIANO 901",9,Point (95246.78684010 97935.32361317),-34.64787051,-58.51514709,SD-AUTO,SD,AUTO,JOVENES
2017-0090,PEATON,MASCULINO,22,1,2017-07-15,2017,7,15,05:15:00,5,GRAL PAZ,CHIVILCOY AV.,Si,"CHIVILCOY AV. y PAZ, GRAL. AV.",11,Point (94866.55993974 104164.40879727),-34.59171721,-58.51925642,PEATON-AUTO,PEATON,AUTO,JOVENES
2017-0091,CONDUCTOR,MASCULINO,58,1,2017-07-15,2017,7,15,13:00:00,13,GRAL PAZ,SUPERI,Si,"SUPERI y PAZ, GRAL. AV.",12,Point (97850.57417090 109546.39428377),-34.54321216,-58.48671535,MOTO-SD,MOTO,SD,ADULTOS MAYORES
2017-0092,PEATON,MASCULINO,66,1,2017-07-24,2017,7,24,22:16:01,22,AUTOPISTA,AUTOPISTA 25 DE MAYO,Si,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,Point (107392.50226602 100712.59265582),-34.62282019,-58.38268809,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2017-0093,PEATON,MASCULINO,39,1,2017-07-25,2017,7,25,16:48:40,16,AUTOPISTA,"LUGONES, LEOPOLDO AV.",Si,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13,Point (102474.90818824 108830.74789029),-34.54966288,-58.43633522,PEATON-AUTO,PEATON,AUTO,ADULTOS
2017-0094,CICLISTA,FEMENINO,56,1,2017-07-27,2017,7,27,08:50:00,8,CALLE,"HUGO, VICTOR",No,"HUGO, VICTOR 2639",10,Point (94212.26181299 101286.25735606),-34.61765855,-58.52640838,BICICLETA-CARGAS,BICICLETA,CARGAS,ADULTOS MAYORES
2017-0095,CONDUCTOR,MASCULINO,36,1,2017-08-06,2017,8,6,08:00:00,8,AVENIDA,CORDOBA AV.,Si,"CORDOBA AV. y SALGUERO, JERONIMO",14,Point (104068.94257873 103491.45652529),-34.59778875,-58.41894306,MOTO-AUTO,MOTO,AUTO,ADULTOS
2017-0096,PEATON,MASCULINO,87,1,2017-08-07,2017,8,7,19:50:00,19,AVENIDA,CABILDO AV.,Si,CABILDO AV. y NUÃ‘EZ,13,Point (99608.90354249 108823.89449537),-34.54972741,-58.46756026,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2017-0098,PEATON,FEMENINO,61,1,2017-08-08,2017,8,8,12:10:00,12,CALLE,"BONIFACIO, JOSE",No,"BONIFACIO, JOSE 2114",7,Point (100563.22594607 99771.56223988),-34.63132912,-58.45715752,PEATON-AUTO,PEATON,AUTO,ADULTOS MAYORES
2017-0099,CICLISTA,MASCULINO,28,1,2017-08-17,2017,8,17,19:45:00,19,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",No,"FIGUEROA ALCORTA, PRES. AV. 5400",14,Point (103600.34605991 107446.36084135),-34.56213916,-58.42406784,BICICLETA-AUTO,BICICLETA,AUTO,ADULTOS
2017-0100,PASAJERO_ACOMPAÑANTE,FEMENINO,16,1,2017-08-21,2017,8,21,07:45:00,7,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,No,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3,Point (106103.99852157 101567.67895783),-34.61512051,-58.39674470,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,JOVENES
2017-0101,PEATON,FEMENINO,61,1,2017-08-23,2017,8,23,10:00:00,10,AVENIDA,"LACROZE, FEDERICO AV.",Si,"LACROZE, FEDERICO AV. y ZAPATA",13,Point (101644.77699748 106480.78805418),-34.57084818,-58.44537508,MULTIPLE,PEATON,MULTIPLE,ADULTOS MAYORES
2017-0102,PEATON,MASCULINO,46,1,2017-08-24,2017,8,24,01:10:00,1,AVENIDA,"IRIARTE, GRAL. AV.",Si,"IRIARTE, GRAL. AV. y ZAVALETA",4,Point (105750.92237188 97579.79677541),-34.65107080,-58.40056767,PEATON-CARGAS,PEATON,CARGAS,ADULTOS
2017-0104,PEATON,FEMENINO,18,1,2017-08-25,2017,8,25,09:00:00,9,AVENIDA,9 DE JULIO AV.,Si,9 DE JULIO AV. y ESTADOS UNIDOS,1,Point (107538.91933237 101188.13128502),-34.61853244,-58.38109568,PEATON-CARGAS,PEATON,CARGAS,JOVENES
2017-0106,PEATON,FEMENINO,85,1,2017-08-31,2017,8,31,19:50:00,19,CALLE,FRAY JUSTO SANTAMARIA DE ORO,Si,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14,Point (103483.20578848 105425.94020024),-34.58035258,-58.42533612,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2017-0107,CONDUCTOR,MASCULINO,41,1,2017-09-01,2017,9,1,11:30:00,11,AVENIDA,DEL LIBERTADOR AV.,Si,DEL LIBERTADOR AV. y JARAMILLO,13,Point (100245.64635241 109464.60244956),-34.54395182,-58.46062311,MOTO-CARGAS,MOTO,CARGAS,ADULTOS
2017-0108,PASAJERO_ACOMPAÑANTE,MASCULINO,17,2,2017-09-02,2017,9,2,04:53:08,4,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y MACHAIN",12,Point (97098.48468623 109019.96106626),-34.54795581,-58.49491054,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,JOVENES
2017-0108,PASAJERO_ACOMPAÑANTE,MASCULINO,10,2,2017-09-02,2017,9,2,04:53:08,4,GRAL PAZ,"PAZ, GRAL. AV.",Si,"PAZ, GRAL. AV. y MACHAIN",12,Point (97098.48468623 109019.96106626),-34.54795581,-58.49491054,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,INFANTES
2017-0109,CONDUCTOR,MASCULINO,21,1,2017-09-04,2017,9,4,21:00:00,21,AVENIDA,DIRECTORIO AV.,Si,DIRECTORIO AV. y PORTELA,7,Point (99266.22533505 99180.83096967),-34.63665402,-58.47130269,MOTO-AUTO,MOTO,AUTO,JOVENES
2017-0110,PEATON,MASCULINO,56,1,2017-09-06,2017,9,6,14:15:00,14,AVENIDA,LAVALLE,Si,"LAVALLE y ALEM, LEANDRO N. AV.",1,Point (108513.43549456 103032.95078343),-34.60189492,-58.37048800,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
2017-0111,PEATON,FEMENINO,79,1,2017-09-07,2017,9,7,18:23:37,18,CALLE,USPALLATA,Si,USPALLATA y PIROVANO,4,Point (103948.02389064 98549.15451723),-34.64234110,-58.42023854,PEATON-CARGAS,PEATON,CARGAS,ANCIANOS
2017-0112,PASAJERO_ACOMPAÑANTE,MASCULINO,1,2,2017-09-10,2017,9,10,09:32:17,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,No,AUTOPISTA 25 DE MAYO y VARELA AV.,7,Point (100479.14412395 98812.52258620),-34.63997430,-58.45807401,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,INFANTES
2017-0112,PASAJERO_ACOMPAÑANTE,MASCULINO,39,2,2017-09-10,2017,9,10,09:32:17,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,No,AUTOPISTA 25 DE MAYO y VARELA AV.,7,Point (100479.14412395 98812.52258620),-34.63997430,-58.45807401,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2017-0113,PEATON,FEMENINO,76,1,2017-09-11,2017,9,11,06:30:00,6,AVENIDA,SANTA FE AV.,Si,SANTA FE AV. y MAIPU,1,Point (107918.77617420 103716.42961253),-34.59573848,-58.37697717,PEATON-PASAJEROS,PEATON,PASAJEROS,ANCIANOS
2017-0114,CONDUCTOR,MASCULINO,26,1,2017-09-15,2017,9,15,02:30:00,2,AVENIDA,ALVEAR AV.,Si,ALVEAR AV. y DEL LIBERTADOR AV.,2,Point (106632.70892338 104910.17381357),-34.58498660,-58.39100580,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2017-0115,CONDUCTOR,MASCULINO,34,1,2017-09-19,2017,9,19,18:52:33,18,AVENIDA,PAVON AV.,Si,PAVON AV. y TREINTA Y TRES ORIENTALES,5,Point (103803.42869640 99818.79654291),-34.63089661,-58.42182126,MOTO-BICICLETA,MOTO,BICICLETA,ADULTOS
2017-0116,CONDUCTOR,MASCULINO,22,1,2017-09-20,2017,9,20,22:24:00,22,GRAL PAZ,"PAZ, GRAL. AV.",No,"PAZ, GRAL. AV. 5750",12,Point (95357.86744200 105380.41895972),-34.58075791,-58.51389422,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,JOVENES
2017-0118,PASAJERO_ACOMPAÑANTE,FEMENINO,26,1,2017-09-22,2017,9,22,07:02:09,7,AVENIDA,VIEYTES,Si,"VIEYTES y CRUZ, OSVALDO AV.",4,Point (108016.39016447 97439.36817481),-34.65232158,-58.37585415,MOTO-AUTO,MOTO,AUTO,ADULTOS
2017-0120,CONDUCTOR,MASCULINO,20,1,2017-10-02,2017,10,2,15:55:33,15,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Si,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,Point (99113.17852207 96319.06728520),-34.66245085,-58.47297505,MOTO-CARGAS,MOTO,CARGAS,JOVENES
2017-0123,PEATON,FEMENINO,36,1,2017-10-10,2017,10,10,01:05:38,1,AVENIDA,ALBARI?O,Si,ALBARIÃ‘O y ARGENTINA AV.,8,Point (99518.38660571 95241.63338177),-34.67216349,-58.46855503,PEATON-AUTO,PEATON,AUTO,ADULTOS
2017-0124,CONDUCTOR,MASCULINO,51,1,2017-10-12,2017,10,12,14:40:28,14,CALLE,"RAMIREZ DE VELASCO, JUAN",No,"RAMIREZ DE VELASCO, JUAN 1211",15,Point (101904.43474476 104150.89892205),-34.59185043,-58.44254033,MOTO-PASAJEROS,MOTO,PASAJEROS,ADULTOS MAYORES
2017-0125,CONDUCTOR,MASCULINO,29,1,2017-10-13,2017,10,13,06:12:20,6,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Si,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8,Point (99732.19478660 94453.36361177),-34.67926929,-58.46622247,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,ADULTOS
2017-0126,PASAJERO_ACOMPAÑANTE,MASCULINO,39,2,2017-10-14,2017,10,14,06:15:00,6,AVENIDA,RIESTRA AV.,Si,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,Point (98466.20276785 94207.42419155),-34.68148508,-58.48003734,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2017-0126,CONDUCTOR,MASCULINO,36,2,2017-10-14,2017,10,14,06:15:00,6,AVENIDA,RIESTRA AV.,Si,RIESTRA AV. y CAÃ‘ADA DE GOMEZ,8,Point (98466.20276785 94207.42419155),-34.68148508,-58.48003734,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,ADULTOS
2017-0127,PASAJERO_ACOMPAÑANTE,MASCULINO,24,1,2017-10-16,2017,10,16,07:45:00,7,AVENIDA,GALLO,Si,GALLO y CORDOBA AV.,2,Point (104713.04838502 103467.44528033),-34.59800248,-58.41192137,MOTO-MOTO,MOTO,MOTO,JOVENES
2017-0128,PEATON,FEMENINO,60,1,2017-10-17,2017,10,17,12:30:00,12,CALLE,"ARANGUREN, JUAN F., DR.",No,"ARANGUREN, JUAN F., DR. 611",6,Point (102105.12699179 101749.49668435),-34.61349731,-58.44034689,PEATON-PASAJEROS,PEATON,PASAJEROS,ADULTOS MAYORES
